date,client_union_id,community_id,create_date
2020-05-07,13632,-130068427,2018-10-11
2020-05-07,13633,-130749826,2018-08-14
2020-05-07,13634,-130789029,2019-02-25
2020-05-07,13635,-130538226,2018-10-23
2020-05-07,13636,-130454533,2018-10-26
2020-05-07,13637,-130946347,2019-02-23
2020-05-07,13638,-130208247,2018-12-09
2020-05-07,13639,-130597875,2018-11-26
2020-05-07,13640,-130556618,2019-01-19
2020-05-07,13641,-130645064,2018-09-20
2020-05-07,13642,-130680443,2018-08-27
2020-05-07,13643,-130973707,2018-07-30
2020-05-07,13644,-130268825,2018-10-14
2020-05-07,13645,-130513959,2018-10-15
2020-05-07,13646,-130245297,2018-12-24
2020-05-07,13647,-130677966,2019-01-21
2020-05-07,13648,-130095550,2019-01-20
2020-05-07,13649,-130191663,2018-11-01
2020-05-07,13650,-130035623,2018-11-20
2020-05-07,13651,-130397721,2019-02-04
2020-05-07,13652,-130660407,2018-12-31
2020-05-07,13653,-130515332,2019-01-11
2020-05-07,13654,-130873766,2018-08-22
2020-05-07,13655,-130791166,2019-02-20
2020-05-07,13656,-130456623,2018-10-10
2020-05-07,13657,-130988205,2018-10-18
2020-05-07,13658,-130919016,2019-01-07
2020-05-07,13659,-130338573,2019-02-11
2020-05-07,13660,-130636571,2018-08-24
2020-05-07,13661,-130481300,2019-01-19
2020-05-07,13662,-130932385,2018-12-06
2020-05-07,13663,-130078840,2018-08-02
2020-05-07,13664,-130176680,2019-02-23
2020-05-07,13665,-130972727,2019-02-12
2020-05-07,13666,-130966175,2019-01-17
2020-05-07,13667,-130701519,2019-02-13
2020-05-07,13668,-130635375,2018-12-20
2020-05-07,13669,-130492855,2018-12-21
2020-05-07,13670,-130020905,2018-12-25
2020-05-07,13671,-130944246,2019-02-24
2020-05-07,13672,-130138644,2018-12-12
2020-05-07,13673,-130673169,2018-08-22
2020-05-07,13674,-130159856,2018-12-10
2020-05-07,13675,-130244449,2018-08-02
2020-05-07,13676,-130939535,2018-10-16
2020-05-07,13677,-130226883,2018-10-17
2020-05-07,13678,-130225157,2019-01-26
2020-05-07,13679,-130525791,2018-12-10
2020-05-07,13680,-130922867,2018-11-29
2020-05-07,13681,-130427459,2018-10-26
2020-05-07,13682,-130366366,2018-11-15
2020-05-07,13683,-130715250,2018-08-28
2020-05-07,13684,-130120417,2019-01-23
2020-05-07,13685,-130984850,2019-02-19
2020-05-07,13686,-130001888,2018-09-11
2020-05-07,13687,-130036021,2018-12-09
2020-05-07,13688,-130446400,2018-09-03
2020-05-07,13689,-130172362,2018-08-24
2020-05-07,13690,-130392988,2019-01-01
2020-05-07,13691,-130866232,2018-12-06
2020-05-07,13692,-130062715,2018-12-25
2020-05-07,13693,-130453707,2019-01-08
2020-05-07,13694,-130299614,2019-02-27
2020-05-07,13695,-130410075,2019-02-21
2020-05-07,13696,-130649051,2019-02-03
2020-05-07,13697,-130795879,2018-12-14
2020-05-07,13698,-130904069,2019-02-13
2020-05-07,13699,-130809199,2019-01-19
2020-05-07,13700,-130610941,2019-03-01
2020-05-07,13701,-130996626,2019-02-02
2020-05-07,13702,-130127530,2018-12-28
2020-05-07,13703,-130579532,2019-02-23
2020-05-07,13704,-130868153,2019-01-25
2020-05-07,13705,-130541276,2019-02-09
2020-05-07,13706,-130947993,2018-10-09
2020-05-07,13707,-130613693,2018-08-07
2020-05-07,13708,-130244566,2018-11-22
2020-05-07,13709,-130923007,2019-01-24
2020-05-07,13710,-130316682,2018-12-27
2020-05-07,13711,-130937064,2018-11-10
2020-05-07,13712,-130912393,2019-02-03
2020-05-07,13713,-130705150,2018-08-28
2020-05-07,13714,-130825713,2018-10-26
2020-05-07,13715,-130007688,2018-09-20
2020-05-07,13716,-130485577,2019-01-12
2020-05-07,13717,-130196024,2019-02-27
2020-05-07,13718,-130086123,2018-11-30
2020-05-07,13719,-130116994,2018-09-21
2020-05-07,13720,-130269566,2019-01-21
2020-05-07,13721,-130079039,2018-12-14
2020-05-07,13722,-130309332,2018-12-29
2020-05-07,13723,-130375809,2018-12-31
2020-05-07,13724,-130768328,2018-11-04
2020-05-07,13725,-130366397,2018-11-21
2020-05-07,13726,-130902510,2019-01-25
2020-05-07,13727,-130385752,2018-11-10
2020-05-07,13728,-130897581,2018-10-14
2020-05-07,13729,-130581474,2018-10-19
2020-05-07,13730,-130659358,2019-03-06
2020-05-07,13731,-130625553,2019-02-24
2020-05-07,13732,-130348061,2018-09-10
2020-05-07,13733,-130898621,2018-12-10
2020-05-07,13734,-130702904,2018-10-14
2020-05-07,13735,-130207488,2018-12-22
2020-05-07,13736,-130908814,2018-12-12
2020-05-07,13737,-130893417,2018-08-18
2020-05-07,13738,-130032707,2018-11-23
2020-05-07,13739,-130439581,2018-10-27
2020-05-07,13740,-130475875,2018-12-02
2020-05-07,13741,-130992875,2018-12-24
2020-05-07,13742,-130248016,2018-10-11
2020-05-07,13743,-130251200,2018-12-04
2020-05-07,13744,-130389361,2018-10-14
2020-05-07,13745,-130714439,2018-11-19
2020-05-07,13746,-130307045,2019-02-08
2020-05-07,13747,-130081585,2019-01-17
2020-05-07,13748,-130429276,2018-12-13
2020-05-07,13749,-130847917,2018-12-30
2020-05-07,13750,-130468904,2019-02-20
2020-05-07,13751,-130545093,2019-02-27
2020-05-07,13752,-130957110,2018-09-10
2020-05-07,13753,-130047441,2018-09-14
2020-05-07,13754,-130246326,2019-01-01
2020-05-07,13755,-130862543,2019-02-09
2020-05-07,13756,-130687174,2019-01-04
2020-05-07,13757,-130505456,2018-11-06
2020-05-07,13758,-130695798,2019-02-10
2020-05-07,13759,-130839115,2018-08-13
2020-05-07,13760,-130429386,2018-09-10
2020-05-07,13761,-130272381,2018-12-21
2020-05-07,13762,-130721653,2018-12-12
2020-05-07,13763,-130102915,2019-01-11
2020-05-07,13764,-130105333,2018-09-13
2020-05-07,13765,-130754527,2018-10-11
2020-05-07,13766,-130004848,2018-11-11
2020-05-07,13767,-130987611,2019-02-18
2020-05-07,13768,-130579129,2018-12-08
2020-05-07,13769,-130829837,2018-10-10
2020-05-07,13770,-130598229,2018-12-20
2020-05-07,13771,-130208567,2018-09-12
2020-05-07,13772,-130670050,2019-02-28
2020-05-07,13773,-130257802,2019-02-10
2020-05-07,13774,-130683755,2018-11-12
2020-05-07,13775,-130427260,2018-12-31
2020-05-07,13776,-130305164,2018-10-02
2020-05-07,13777,-130657787,2018-11-16
2020-05-07,13778,-130740221,2018-10-14
2020-05-07,13779,-130080255,2018-08-16
2020-05-07,13780,-130867734,2019-02-01
2020-05-07,13781,-130969060,2018-08-23
2020-05-07,13782,-130825310,2019-01-13
2020-05-07,13783,-130680903,2018-12-30
2020-05-07,13784,-130562583,2019-01-29
2020-05-07,13785,-130056814,2019-01-13
2020-05-07,13786,-130241274,2019-01-27
2020-05-07,13787,-130720473,2018-11-03
2020-05-07,13788,-130077690,2018-11-06
2020-05-07,13789,-130507626,2018-10-04
2020-05-07,13790,-130271583,2018-12-14
2020-05-07,13791,-130328903,2018-10-18
2020-05-07,13792,-130926542,2018-10-02
2020-05-07,13793,-130404129,2018-11-27
2020-05-07,13794,-130683501,2019-02-28
2020-05-07,13795,-130026412,2018-10-24
2020-05-07,13796,-130535366,2018-07-31
2020-05-07,13797,-130670143,2018-09-04
2020-05-07,13798,-130401951,2018-12-16
2020-05-07,13799,-130788941,2018-10-21
2020-05-07,13800,-130326837,2018-10-26
2020-05-07,13801,-130071503,2018-12-15
2020-05-07,13802,-130823310,2018-11-23
2020-05-07,13803,-130418627,2018-09-05
2020-05-07,13804,-130820819,2018-09-19
2020-05-07,13805,-130753375,2018-08-01
2020-05-07,13806,-130130136,2019-02-28
2020-05-07,13807,-130610332,2018-08-07
2020-05-07,13808,-130461331,2019-01-05
2020-05-07,13809,-130816068,2019-01-06
2020-05-07,13810,-130781796,2019-02-26
2020-05-07,13811,-130266763,2018-12-27
2020-05-07,13812,-130317281,2018-10-20
2020-05-07,13813,-130672214,2018-11-04
2020-05-07,13814,-130774857,2019-01-26
2020-05-07,13815,-130814937,2019-02-11
2020-05-07,13816,-130549896,2019-01-22
2020-05-07,13817,-130469069,2018-11-28
2020-05-07,13818,-130090408,2018-08-28
2020-05-07,13819,-130508673,2018-10-27
2020-05-07,13820,-130397278,2018-11-07
2020-05-07,13821,-130953280,2018-12-31
2020-05-07,13822,-130040833,2018-11-07
2020-05-07,13823,-130410341,2018-12-11
2020-05-07,13824,-130676356,2019-01-10
2020-05-07,13825,-130670414,2018-08-07
2020-05-07,13826,-130031503,2018-10-27
2020-05-07,13827,-130712732,2018-11-16
2020-05-07,13828,-130996095,2018-10-08
2020-05-07,13829,-130898515,2018-12-29
2020-05-07,13830,-130192657,2019-02-25
2020-05-07,13831,-130817100,2018-11-25
2020-05-07,13832,-130575673,2019-03-01
2020-05-07,13833,-130162890,2018-12-09
2020-05-07,13834,-130541436,2018-07-30
2020-05-07,13835,-130450253,2018-09-24
2020-05-07,13836,-130917392,2019-02-01
2020-05-07,13837,-130192087,2018-11-15
2020-05-07,13838,-130921207,2018-10-30
2020-05-07,13839,-130144057,2018-10-27
2020-05-07,13840,-130028708,2018-10-11
2020-05-07,13841,-130077736,2018-08-05
2020-05-07,13842,-130395914,2019-01-02
2020-05-07,13843,-130872240,2018-11-04
2020-05-07,13844,-130065956,2018-10-19
2020-05-07,13845,-130317173,2018-11-07
2020-05-07,13846,-130655509,2018-11-04
2020-05-07,13847,-130352028,2018-08-24
2020-05-07,13848,-130133420,2019-02-20
2020-05-07,13849,-130153398,2018-08-22
2020-05-07,13850,-130682402,2018-12-10
2020-05-07,13851,-130838567,2018-08-27
2020-05-07,13852,-130874213,2018-12-26
2020-05-07,13853,-130088657,2018-10-19
2020-05-07,13854,-130159119,2018-12-08
2020-05-07,13855,-130859328,2019-01-14
2020-05-07,13856,-130374238,2018-12-09
2020-05-07,13857,-130660819,2019-01-26
2020-05-07,13858,-130451559,2019-01-15
2020-05-07,13859,-130112537,2018-11-17
2020-05-07,13860,-130163192,2018-12-12
2020-05-07,13861,-130796519,2018-11-27
2020-05-07,13862,-130083813,2018-10-30
2020-05-07,13863,-130157996,2018-10-29
2020-05-07,13864,-130223486,2019-01-30
2020-05-07,13865,-130285576,2018-12-03
2020-05-07,13866,-130423579,2018-12-14
2020-05-07,13867,-130072820,2018-10-23
2020-05-07,13868,-130273407,2018-11-28
2020-05-07,13869,-130786999,2018-12-27
2020-05-07,13870,-130859911,2019-01-07
2020-05-07,13871,-130257900,2019-02-25
2020-05-07,13872,-130416674,2019-02-09
2020-05-07,13873,-130880090,2018-10-15
2020-05-07,13874,-130547765,2018-12-16
2020-05-07,13875,-130529406,2018-11-23
2020-05-07,13876,-130024472,2018-09-14
2020-05-07,13877,-130858536,2018-11-19
2020-05-07,13878,-130174424,2018-08-17
2020-05-07,13879,-130555724,2019-01-09
2020-05-07,13880,-130563556,2018-12-02
2020-05-07,13881,-130430428,2018-08-10
2020-05-07,13882,-130481193,2018-12-22
2020-05-07,13883,-130117600,2019-01-13
2020-05-07,13884,-130635707,2018-12-20
2020-05-07,13885,-130050184,2018-11-03
2020-05-07,13886,-130638986,2018-12-19
2020-05-07,13887,-130526410,2018-08-14
2020-05-07,13888,-130100073,2018-10-05
2020-05-07,13889,-130573069,2018-12-30
2020-05-07,13890,-130260405,2019-01-31
2020-05-07,13891,-130879733,2018-10-17
2020-05-07,13892,-130061749,2018-10-25
2020-05-07,13893,-130851282,2018-10-13
2020-05-07,13894,-130239912,2018-08-15
2020-05-07,13895,-130688376,2019-01-14
2020-05-07,13896,-130097256,2019-01-12
2020-05-07,13897,-130369900,2018-10-26
2020-05-07,13898,-130016700,2019-02-01
2020-05-07,13899,-130136716,2018-10-18
2020-05-07,13900,-130789583,2018-10-20
2020-05-07,13901,-130626861,2018-10-14
2020-05-07,13902,-130452603,2018-09-08
2020-05-07,13903,-130182156,2018-12-05
2020-05-07,13904,-130562890,2018-08-24
2020-05-07,13905,-130878458,2018-12-31
2020-05-07,13906,-130271053,2019-02-07
2020-05-07,13907,-130348725,2019-02-02
2020-05-07,13908,-130776703,2018-08-18
2020-05-07,13909,-130155113,2018-11-05
2020-05-07,13910,-130012993,2019-02-24
2020-05-07,13911,-130020294,2019-02-11
2020-05-07,13912,-130616765,2018-11-10
2020-05-07,13913,-130379859,2018-11-22
2020-05-07,13914,-130952110,2019-02-21
2020-05-07,13915,-130658639,2018-09-22
2020-05-07,13916,-130391092,2018-08-07
2020-05-07,13917,-130198341,2019-01-23
2020-05-07,13918,-130649450,2018-11-18
2020-05-07,13919,-130899245,2018-12-14
2020-05-07,13920,-130398867,2018-08-11
2020-05-07,13921,-130058135,2018-11-30
2020-05-07,13922,-130265468,2019-02-18
2020-05-07,13923,-130421909,2018-09-12
2020-05-07,13924,-130877080,2018-12-03
2020-05-07,13925,-130443079,2018-11-07
2020-05-07,13926,-130500220,2018-11-25
2020-05-07,13927,-130713038,2018-11-30
2020-05-07,13928,-130134227,2018-10-17
2020-05-07,13929,-130217188,2018-08-27
2020-05-07,13930,-130903476,2018-09-15
2020-05-07,13931,-130661863,2018-10-15
2020-05-07,13932,-130877864,2018-11-26
2020-05-07,13933,-130040396,2018-09-21
2020-05-07,13934,-130328814,2019-01-27
2020-05-07,13935,-130830523,2018-10-29
2020-05-07,13936,-130704327,2018-08-25
2020-05-07,13937,-130079082,2018-11-23
2020-05-07,13938,-130081725,2018-08-15
2020-05-07,13939,-130651533,2018-09-06
2020-05-07,13940,-130799562,2019-01-26
2020-05-07,13941,-130758703,2019-02-19
2020-05-07,13942,-130550213,2019-01-27
2020-05-07,13943,-130146238,2018-08-24
2020-05-07,13944,-130838228,2019-01-25
2020-05-07,13945,-130756190,2019-01-17
2020-05-07,13946,-130692654,2018-10-31
2020-05-07,13947,-130094126,2019-02-23
2020-05-07,13948,-130709972,2018-11-23
2020-05-07,13949,-130944134,2019-01-08
2020-05-07,13950,-130921229,2018-09-09
2020-05-07,13951,-130129550,2018-12-15
2020-05-07,13952,-130760080,2018-10-14
2020-05-07,13953,-130176931,2018-12-21
2020-05-07,13954,-130516402,2018-08-21
2020-05-07,13955,-130692804,2019-02-04
2020-05-07,13956,-130101868,2018-11-25
2020-05-07,13957,-130286574,2018-11-26
2020-05-07,13958,-130751671,2018-10-15
2020-05-07,13959,-130653592,2019-01-25
2020-05-07,13960,-130255083,2019-03-04
2020-05-07,13961,-130447690,2018-12-27
2020-05-07,13962,-130116649,2019-01-15
2020-05-07,13963,-130083383,2018-08-21
2020-05-07,13964,-130644596,2018-12-18
2020-05-07,13965,-130430739,2019-02-08
2020-05-07,13966,-130945216,2019-01-08
2020-05-07,13967,-130801101,2018-10-14
2020-05-07,13968,-130952360,2019-02-25
2020-05-07,13969,-130974497,2018-08-24
2020-05-07,13970,-130809718,2018-08-17
2020-05-07,13971,-130815955,2019-01-03
2020-05-07,13972,-130428138,2018-10-19
2020-05-07,13973,-130377077,2018-10-18
2020-05-07,13974,-130672028,2018-11-27
2020-05-07,13975,-130627319,2018-10-23
2020-05-07,13976,-130741683,2018-11-02
2020-05-07,13977,-130235338,2018-11-17
2020-05-07,13978,-130350662,2019-01-02
2020-05-07,13979,-130700322,2019-03-03
2020-05-07,13980,-130847118,2018-08-08
2020-05-07,13981,-130475368,2018-12-10
2020-05-07,13982,-130483030,2019-01-22
2020-05-07,13983,-130736959,2018-12-03
2020-05-07,13984,-130407331,2019-01-15
2020-05-07,13985,-130202704,2018-09-11
2020-05-07,13986,-130968759,2019-02-09
2020-05-07,13987,-130916900,2018-11-09
2020-05-07,13988,-130033143,2018-10-10
2020-05-07,13989,-130533030,2018-08-08
2020-05-07,13990,-130699836,2018-12-19
2020-05-07,13991,-130843079,2018-08-31
2020-05-07,13992,-130546633,2019-01-26
2020-05-07,13993,-130088780,2018-11-11
2020-05-07,13994,-130295258,2018-08-20
2020-05-07,13995,-130125019,2019-01-29
2020-05-07,13996,-130154735,2018-08-05
2020-05-07,13997,-130845896,2018-07-29
2020-05-07,13998,-130275997,2019-01-29
2020-05-07,13999,-130172814,2019-02-07
2020-05-07,14000,-130856915,2018-08-26
2020-05-07,14001,-130681316,2018-10-29
2020-05-07,14002,-130142424,2018-11-15
2020-05-07,14003,-130801451,2018-11-22
2020-05-07,14004,-130500978,2018-11-28
2020-05-07,14005,-130876577,2018-09-10
2020-05-07,14006,-130382005,2018-12-15
2020-05-07,14007,-130866184,2019-01-22
2020-05-07,14008,-130350208,2019-01-01
2020-05-07,14009,-130842600,2018-11-06
2020-05-07,14010,-130975901,2018-09-01
2020-05-07,14011,-130594977,2018-09-24
2020-05-07,14012,-130018961,2019-01-06
2020-05-07,14013,-130662698,2018-11-02
2020-05-07,14014,-130484850,2019-01-21
2020-05-07,14015,-130792146,2019-02-24
2020-05-07,14016,-130821309,2018-08-28
2020-05-07,14017,-130887502,2018-09-15
2020-05-07,14018,-130592517,2018-12-03
2020-05-07,14019,-130591522,2018-11-02
2020-05-07,14020,-130216750,2018-10-13
2020-05-07,14021,-130579715,2019-02-01
2020-05-07,14022,-130735217,2019-02-21
2020-05-07,14023,-130773671,2019-01-20
2020-05-07,14024,-130845540,2018-09-12
2020-05-07,14025,-130189472,2018-11-09
2020-05-07,14026,-130579451,2018-08-15
2020-05-07,14027,-130604277,2018-10-01
2020-05-07,14028,-130638049,2019-01-20
2020-05-07,14029,-130995345,2018-11-26
2020-05-07,14030,-130853823,2018-07-31
2020-05-07,14031,-130279204,2018-08-16
2020-05-07,14032,-130631933,2018-09-19
2020-05-07,14033,-130204918,2019-02-11
2020-05-07,14034,-130656664,2018-10-20
2020-05-07,14035,-130542572,2018-10-03
2020-05-07,14036,-130940882,2019-02-23
2020-05-07,14037,-130211800,2018-12-18
2020-05-07,14038,-130330768,2018-10-05
2020-05-07,14039,-130575745,2018-08-05
2020-05-07,14040,-130442326,2018-09-05
2020-05-07,14041,-130848205,2018-11-26
2020-05-07,14042,-130141525,2018-08-09
2020-05-07,14043,-130410690,2019-02-19
2020-05-07,14044,-130830676,2019-02-07
2020-05-07,14045,-130384242,2019-01-23
2020-05-07,14046,-130749138,2019-01-26
2020-05-07,14047,-130799223,2019-03-02
2020-05-07,14048,-130183036,2018-11-27
2020-05-07,14049,-130089457,2018-12-13
2020-05-07,14050,-130569165,2018-11-14
2020-05-07,14051,-130683315,2018-12-08
2020-05-07,14052,-130053238,2019-01-10
2020-05-07,14053,-130435776,2018-11-21
2020-05-07,14054,-130694047,2019-02-04
2020-05-07,14055,-130941716,2018-12-30
2020-05-07,14056,-130513835,2018-08-24
2020-05-07,14057,-130964500,2018-12-12
2020-05-07,14058,-130901547,2019-02-07
2020-05-07,14059,-130114956,2019-01-15
2020-05-07,14060,-130647303,2018-10-24
2020-05-07,14061,-130683581,2018-11-07
2020-05-07,14062,-130400859,2019-02-14
2020-05-07,14063,-130734264,2018-11-07
2020-05-07,14064,-130725927,2018-11-01
2020-05-07,14065,-130689706,2019-01-15
2020-05-07,14066,-130221673,2018-09-04
2020-05-07,14067,-130117881,2018-12-26
2020-05-07,14068,-130629682,2018-12-18
2020-05-07,14069,-130943023,2018-12-03
2020-05-07,14070,-130899260,2018-08-12
2020-05-07,14071,-130025392,2018-09-15
2020-05-07,14072,-130730071,2019-01-28
2020-05-07,14073,-130795595,2019-01-12
2020-05-07,14074,-130106204,2018-10-17
2020-05-07,14075,-130638686,2018-10-25
2020-05-07,14076,-130081567,2019-02-13
2020-05-07,14077,-130261693,2018-10-30
2020-05-07,14078,-130299277,2018-12-17
2020-05-07,14079,-130136284,2018-08-11
2020-05-07,14080,-130440049,2018-09-28
2020-05-07,14081,-130177976,2018-10-19
2020-05-07,14082,-130933933,2018-10-12
2020-05-07,14083,-130379883,2018-08-09
2020-05-07,14084,-130227467,2018-11-28
2020-05-07,14085,-130326939,2019-02-18
2020-05-07,14086,-130168754,2018-12-25
2020-05-07,14087,-130995076,2019-01-22
2020-05-07,14088,-130603452,2018-12-13
2020-05-07,14089,-130140164,2019-01-18
2020-05-07,14090,-130610844,2018-10-29
2020-05-07,14091,-130136426,2018-10-29
2020-05-07,14092,-130717966,2019-01-23
2020-05-07,14093,-130179454,2019-03-03
2020-05-07,14094,-130110424,2019-02-25
2020-05-07,14095,-130964192,2018-08-24
2020-05-07,14096,-130838573,2018-09-16
2020-05-07,14097,-130066936,2018-11-28
2020-05-07,14098,-130348271,2018-10-14
2020-05-07,14099,-130647937,2018-11-12
2020-05-07,14100,-130075483,2019-02-22
2020-05-07,14101,-130298663,2019-01-11
2020-05-07,14102,-130810022,2018-11-03
2020-05-07,14103,-130874640,2019-02-26
2020-05-07,14104,-130751870,2019-01-29
2020-05-07,14105,-130829040,2019-01-10
2020-05-07,14106,-130331743,2019-02-26
2020-05-07,14107,-130847278,2018-12-27
2020-05-07,14108,-130361057,2018-12-29
2020-05-07,14109,-130080719,2018-10-31
2020-05-07,14110,-130627275,2018-10-18
2020-05-07,14111,-130499582,2019-02-21
2020-05-07,14112,-130379534,2018-11-23
2020-05-07,14113,-130295921,2019-01-22
2020-05-07,14114,-130973143,2019-01-08
2020-05-07,14115,-130348755,2018-11-21
2020-05-07,14116,-130521195,2018-11-17
2020-05-07,14117,-130916795,2018-12-03
2020-05-07,14118,-130190230,2019-02-03
2020-05-07,14119,-130881143,2018-09-14
2020-05-07,14120,-130305360,2019-02-16
2020-05-07,14121,-130560121,2019-02-11
2020-05-07,14122,-130333452,2018-08-29
2020-05-07,14123,-130882982,2018-11-03
2020-05-07,14124,-130232763,2018-12-16
2020-05-07,14125,-130399304,2019-01-06
2020-05-07,14126,-130224546,2018-12-07
2020-05-07,14127,-130428927,2018-08-23
2020-05-07,14128,-130012708,2018-08-19
2020-05-07,14129,-130126170,2019-01-17
2020-05-07,14130,-130536000,2018-11-12
2020-05-07,14131,-130758385,2018-11-11
2020-05-07,14132,-130833112,2018-11-19
2020-05-07,14133,-130271329,2019-01-25
2020-05-07,14134,-130440410,2018-10-19
2020-05-07,14135,-130294898,2019-01-28
2020-05-07,14136,-130056062,2018-10-21
2020-05-07,14137,-130947864,2019-01-13
2020-05-07,14138,-130803844,2018-09-23
2020-05-07,14139,-130522509,2018-11-06
2020-05-07,14140,-130537133,2018-09-22
2020-05-07,14141,-130797173,2018-11-19
2020-05-07,14142,-130788450,2018-11-26
2020-05-07,14143,-130425986,2018-09-05
2020-05-07,14144,-130932327,2018-10-31
2020-05-07,14145,-130481650,2019-03-01
2020-05-07,14146,-130485013,2019-01-19
2020-05-07,14147,-130975219,2019-01-27
2020-05-07,14148,-130998585,2018-08-29
2020-05-07,14149,-130799747,2018-10-30
2020-05-07,14150,-130669474,2018-08-29
2020-05-07,14151,-130478809,2018-09-23
2020-05-07,14152,-130643746,2018-10-29
2020-05-07,14153,-130953618,2018-12-28
2020-05-07,14154,-130157709,2018-12-06
2020-05-07,14155,-130519625,2019-01-14
2020-05-07,14156,-130528221,2019-01-15
2020-05-07,14157,-130823525,2018-11-25
2020-05-07,14158,-130636261,2018-08-03
2020-05-07,14159,-130544807,2018-08-03
2020-05-07,14160,-130166195,2018-11-29
2020-05-07,14161,-130013886,2018-08-21
2020-05-07,14162,-130583509,2018-08-14
2020-05-07,14163,-130053537,2018-12-10
2020-05-07,14164,-130555205,2019-02-07
2020-05-07,14165,-130277883,2018-10-31
2020-05-07,14166,-130876454,2018-10-07
2020-05-07,14167,-130875966,2018-11-04
2020-05-07,14168,-130915256,2018-10-06
2020-05-07,14169,-130412786,2018-09-11
2020-05-07,14170,-130908964,2018-09-06
2020-05-07,14171,-130236475,2018-11-01
2020-05-07,14172,-130082401,2019-01-20
2020-05-07,14173,-130066090,2019-01-14
2020-05-07,14174,-130200821,2019-01-18
2020-05-07,14175,-130731979,2018-10-10
2020-05-07,14176,-130929716,2018-12-14
2020-05-07,14177,-130484782,2019-01-24
2020-05-07,14178,-130452538,2019-01-29
2020-05-07,14179,-130592302,2019-03-05
2020-05-07,14180,-130276359,2018-10-10
2020-05-07,14181,-130682295,2018-08-02
2020-05-07,14182,-130467550,2019-01-10
2020-05-07,14183,-130336213,2018-12-08
2020-05-07,14184,-130140724,2018-12-23
2020-05-07,14185,-130884995,2018-10-29
2020-05-07,14186,-130010275,2019-02-22
2020-05-07,14187,-130019955,2018-12-01
2020-05-07,14188,-130574006,2019-01-27
2020-05-07,14189,-130738195,2018-10-12
2020-05-07,14190,-130216467,2018-12-20
2020-05-07,14191,-130315188,2018-10-17
2020-05-07,14192,-130522312,2019-01-03
2020-05-07,14193,-130277895,2018-10-12
2020-05-07,14194,-130874083,2019-01-06
2020-05-07,14195,-130554563,2018-11-11
2020-05-07,14196,-130877696,2018-09-06
2020-05-07,14197,-130681419,2018-09-21
2020-05-07,14198,-130326391,2018-08-01
2020-05-07,14199,-130977866,2018-09-08
2020-05-07,14200,-130029529,2018-11-03
2020-05-07,14201,-130547948,2018-12-30
2020-05-07,14202,-130130076,2018-10-24
2020-05-07,14203,-130816147,2018-11-30
2020-05-07,14204,-130391027,2018-11-27
2020-05-07,14205,-130978898,2018-09-19
2020-05-07,14206,-130046146,2019-02-22
2020-05-07,14207,-130291482,2018-11-18
2020-05-07,14208,-130718411,2018-08-20
2020-05-07,14209,-130837884,2018-10-27
2020-05-07,14210,-130244604,2019-02-26
2020-05-07,14211,-130814028,2018-10-15
2020-05-07,14212,-130041870,2018-12-08
2020-05-07,14213,-130943527,2018-11-27
2020-05-07,14214,-130895335,2018-12-31
2020-05-07,14215,-130981118,2018-12-17
2020-05-07,14216,-130601000,2018-12-16
2020-05-07,14217,-130909843,2018-08-12
2020-05-07,14218,-130959359,2018-11-17
2020-05-07,14219,-130110410,2018-12-11
2020-05-07,14220,-130044767,2018-11-09
2020-05-07,14221,-130695502,2018-10-06
2020-05-07,14222,-130925098,2018-08-16
2020-05-07,14223,-130673806,2018-09-21
2020-05-07,14224,-130099442,2019-01-02
2020-05-07,14225,-130797345,2019-01-18
2020-05-07,14226,-130620011,2018-11-09
2020-05-07,14227,-130386081,2018-10-25
2020-05-07,14228,-130439333,2018-10-02
2020-05-07,14229,-130597828,2018-12-10
2020-05-07,14230,-130490207,2018-12-25
2020-05-07,14231,-130772134,2018-11-30
2020-05-07,14232,-130547347,2018-10-13
2020-05-07,14233,-130713468,2018-10-20
2020-05-07,14234,-130548735,2018-10-22
2020-05-07,14235,-130906270,2018-11-03
2020-05-07,14236,-130033598,2019-01-28
2020-05-07,14237,-130215856,2018-10-08
2020-05-07,14238,-130020316,2018-08-15
2020-05-07,14239,-130962357,2019-01-29
2020-05-07,14240,-130614385,2019-02-16
2020-05-07,14241,-130332927,2018-10-21
2020-05-07,14242,-130252615,2018-08-11
2020-05-07,14243,-130753279,2019-02-21
2020-05-07,14244,-130997164,2018-10-08
2020-05-07,14245,-130658081,2018-08-27
2020-05-07,14246,-130043748,2019-01-10
2020-05-07,14247,-130984422,2018-12-10
2020-05-07,14248,-130458692,2019-01-09
2020-05-07,14249,-130123597,2019-01-14
2020-05-07,14250,-130906487,2018-09-23
2020-05-07,14251,-130133408,2018-09-11
2020-05-07,14252,-130245512,2018-10-12
2020-05-07,14253,-130730820,2019-02-08
2020-05-07,14254,-130464274,2018-12-28
2020-05-07,14255,-130309983,2018-10-13
2020-05-07,14256,-130155919,2019-02-10
2020-05-07,14257,-130357331,2019-02-21
2020-05-07,14258,-130177480,2019-02-17
2020-05-07,14259,-130983123,2018-07-30
2020-05-07,14260,-130326597,2019-01-21
2020-05-07,14261,-130063735,2019-02-10
2020-05-07,14262,-130616872,2018-09-04
2020-05-07,14263,-130930062,2018-11-14
2020-05-07,14264,-130327860,2019-01-08
2020-05-07,14265,-130110620,2019-02-05
2020-05-07,14266,-130591414,2019-01-16
